<TICKER>,<PER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
^BSESN,D,20021115,000000,2997.4700,3037.6100,2997.4700,3033.9100,0,0
^BSESN,D,20021118,000000,3046.9000,3071.2800,3041.3400,3057.1600,0,0
^BSESN,D,20021120,000000,3066.1700,3084.0300,3061.0900,3075.4800,0,0
^BSESN,D,20021121,000000,3089.5100,3110.3800,3089.5100,3101.3600,0,0
^BSESN,D,20021122,000000,3131.7500,3162.6600,3130.7500,3141.6100,0,0
^BSESN,D,20021125,000000,3146.9300,3183.2900,3140.3100,3175.5600,0,0
^BSESN,D,20021126,000000,3190.6700,3210.6800,3181.2500,3187.7600,0,0
^BSESN,D,20021127,000000,3193.1300,3206.6300,3158.0000,3174.1100,0,0
^BSESN,D,20021128,000000,3192.1200,3229.7500,3192.1200,3220.7500,0,0
^BSESN,D,20021129,000000,3224.9800,3245.3800,3195.6000,3228.8200,0,0
^BSESN,D,20021202,000000,3247.6000,3277.3700,3238.8900,3270.3600,0,0
^BSESN,D,20021203,000000,3276.7000,3292.2600,3223.0300,3230.1400,0,0
^BSESN,D,20021204,000000,3243.8600,3243.8600,3189.1400,3207.3600,0,0
^BSESN,D,20021205,000000,3186.6200,3250.2500,3186.6200,3229.7300,0,0
^BSESN,D,20021206,000000,3235.6800,3309.8000,3235.6800,3306.2900,0,0
^BSESN,D,20021209,000000,3320.8700,3349.3600,3264.7600,3269.3100,0,0
^BSESN,D,20021210,000000,3256.6300,3294.6900,3241.4000,3289.6800,0,0
^BSESN,D,20021211,000000,3298.9400,3324.2300,3287.2800,3303.2700,0,0
^BSESN,D,20021212,000000,3309.2000,3331.2700,3299.4800,3324.4800,0,0
^BSESN,D,20021213,000000,3335.2800,3349.4900,3329.2100,3342.9700,0,0
^BSESN,D,20021216,000000,3360.2000,3371.1600,3324.4000,3328.3900,0,0
^BSESN,D,20021217,000000,3338.8800,3347.9200,3301.7800,3311.0600,0,0
^BSESN,D,20021218,000000,3321.1200,3348.5700,3319.2500,3333.3100,0,0
^BSESN,D,20021219,000000,3332.7200,3345.6700,3313.4500,3333.8600,0,0
^BSESN,D,20021220,000000,3339.4600,3356.0000,3329.1000,3337.2200,0,0
^BSESN,D,20021223,000000,3346.5600,3351.0100,3321.5000,3329.6100,0,0
^BSESN,D,20021224,000000,3328.6600,3359.3900,3318.0200,3352.7700,0,0
^BSESN,D,20021226,000000,3360.8600,3399.3700,3360.4100,3382.6400,0,0
^BSESN,D,20021227,000000,3393.5800,3413.8300,3393.5800,3398.0000,0,0
^BSESN,D,20021230,000000,3389.1200,3389.1200,3359.7600,3374.9700,0,0
^BSESN,D,20021231,000000,3376.4800,3398.1100,3374.7300,3377.2800,0,0
^BSESN,D,20030102,000000,3399.7200,3407.2400,3363.1100,3365.0600,0,0
^BSESN,D,20030103,000000,3380.4400,3386.9700,3351.8900,3357.5400,0,0
^BSESN,D,20030106,000000,3364.7200,3364.7200,3330.0300,3334.8900,0,0
^BSESN,D,20030107,000000,3350.1800,3352.4300,3320.4200,3330.5000,0,0
^BSESN,D,20030108,000000,3339.8900,3362.1200,3338.9400,3357.8700,0,0
^BSESN,D,20030109,000000,3367.3400,3388.1900,3366.2800,3384.2000,0,0
^BSESN,D,20030110,000000,3416.9200,3416.9200,3342.1200,3358.9900,0,0
^BSESN,D,20030113,000000,3355.0700,3356.9300,3324.2500,3327.1600,0,0
^BSESN,D,20030114,000000,3334.9400,3341.5500,3321.4900,3335.3500,0,0
^BSESN,D,20030115,000000,3333.2000,3359.9800,3333.2000,3357.6900,0,0
^BSESN,D,20030116,000000,3358.4700,3377.2700,3352.5500,3373.5200,0,0
^BSESN,D,20030117,000000,3377.9400,3382.5300,3366.2400,3370.3900,0,0
^BSESN,D,20030120,000000,3364.5300,3368.0800,3338.0900,3341.8900,0,0
^BSESN,D,20030121,000000,3348.3200,3356.8200,3336.9500,3354.1400,0,0
^BSESN,D,20030122,000000,3364.1100,3367.2300,3345.6200,3357.0400,0,0
^BSESN,D,20030123,000000,3351.7500,3360.3700,3324.4900,3328.1800,0,0
^BSESN,D,20030124,000000,3332.0200,3340.6800,3281.9300,3287.8600,0,0
^BSESN,D,20030127,000000,3283.9300,3286.4600,3221.6900,3247.7100,0,0
^BSESN,D,20030128,000000,3247.0900,3269.1300,3209.5100,3267.8400,0,0
^BSESN,D,20030129,000000,3273.7800,3275.7400,3225.7400,3238.0200,0,0
^BSESN,D,20030130,000000,3246.5400,3256.4800,3217.3700,3219.8800,0,0
^BSESN,D,20030131,000000,3216.1600,3257.4800,3199.1800,3250.3800,0,0
^BSESN,D,20030203,000000,3265.0800,3283.4800,3250.5500,3279.8300,0,0
^BSESN,D,20030204,000000,3283.5900,3295.2500,3271.7500,3278.1300,0,0
^BSESN,D,20030205,000000,3268.6100,3277.0900,3239.0200,3256.0800,0,0
^BSESN,D,20030206,000000,3256.9200,3311.1800,3256.6300,3305.4400,0,0
^BSESN,D,20030207,000000,3309.4600,3309.9600,3277.3300,3279.7700,0,0
^BSESN,D,20030210,000000,3281.3700,3281.4200,3252.4900,3256.8600,0,0
^BSESN,D,20030211,000000,3269.8500,3278.7900,3249.6300,3261.4700,0,0
^BSESN,D,20030212,000000,3263.5600,3263.7500,3236.3300,3247.5100,0,0
^BSESN,D,20030214,000000,3250.6500,3254.0400,3218.3700,3223.4100,0,0
^BSESN,D,20030217,000000,3248.9000,3287.0100,3248.9000,3282.4500,0,0
^BSESN,D,20030218,000000,3284.0400,3301.9200,3284.0400,3289.0900,0,0
^BSESN,D,20030219,000000,3303.0900,3317.8000,3300.8500,3302.0400,0,0
^BSESN,D,20030220,000000,3301.8100,3307.8700,3284.5800,3303.2200,0,0
^BSESN,D,20030221,000000,3303.3300,3313.6000,3294.6800,3307.2000,0,0
^BSESN,D,20030224,000000,3318.2500,3341.6100,3318.2500,3322.1700,0,0
^BSESN,D,20030225,000000,3316.9100,3316.9100,3279.0000,3281.9200,0,0
^BSESN,D,20030226,000000,3291.0700,3292.6900,3259.0000,3260.4800,0,0
^BSESN,D,20030227,000000,3254.8400,3283.2900,3251.4000,3277.3400,0,0
^BSESN,D,20030228,000000,3294.6000,3316.7400,3269.8000,3283.6600,0,0
^BSESN,D,20030303,000000,3301.6700,3311.5700,3274.6400,3277.2700,0,0
^BSESN,D,20030304,000000,3271.0600,3272.1900,3240.1600,3244.8000,0,0
^BSESN,D,20030305,000000,3233.4300,3235.8500,3190.0600,3226.1000,0,0
^BSESN,D,20030306,000000,3244.9600,3244.9600,3186.4300,3190.3500,0,0
^BSESN,D,20030307,000000,3182.1600,3182.1600,3142.8900,3153.0600,0,0
^BSESN,D,20030310,000000,3152.9000,3161.9700,3116.0100,3125.8800,0,0
^BSESN,D,20030311,000000,3117.4900,3159.4800,3100.1400,3154.9100,0,0
^BSESN,D,20030312,000000,3151.6000,3158.9800,3106.8500,3110.0800,0,0
^BSESN,D,20030313,000000,3113.3500,3127.3000,3086.4300,3108.2400,0,0
^BSESN,D,20030317,000000,3115.1400,3115.1400,3049.0500,3084.9100,0,0
^BSESN,D,20030319,000000,3103.8700,3128.8300,3103.8700,3121.1800,0,0
^BSESN,D,20030320,000000,3118.8000,3197.6600,3118.3200,3192.9300,0,0
^BSESN,D,20030321,000000,3195.6600,3209.4600,3179.7900,3200.1500,0,0
^BSESN,D,20030324,000000,3216.0700,3216.0700,3137.5600,3140.3600,0,0
^BSESN,D,20030325,000000,3122.7000,3143.0200,3102.6500,3140.4200,0,0
^BSESN,D,20030326,000000,3148.0700,3165.3700,3140.0000,3143.5800,0,0
^BSESN,D,20030327,000000,3138.8900,3146.2900,3115.0600,3116.7900,0,0
^BSESN,D,20030328,000000,3115.3700,3130.3300,3099.0000,3115.4400,0,0
^BSESN,D,20030331,000000,3106.9300,3106.9300,3039.8300,3048.7200,0,0
^BSESN,D,20030401,000000,3037.5400,3089.6000,3037.5400,3080.9500,0,0
^BSESN,D,20030402,000000,3083.9400,3120.3100,3079.6200,3116.9900,0,0
^BSESN,D,20030403,000000,3130.8400,3155.1200,3119.8000,3151.1600,0,0
^BSESN,D,20030404,000000,3151.1600,3169.2000,3130.8000,3167.7000,0,0
^BSESN,D,20030407,000000,3181.9400,3221.9000,3180.8700,3215.2400,0,0
^BSESN,D,20030408,000000,3205.9200,3209.4200,3172.6800,3174.8600,0,0
^BSESN,D,20030409,000000,3160.7400,3164.6000,3126.8300,3141.2500,0,0
^BSESN,D,20030410,000000,3137.2400,3137.2400,3021.7400,3035.3300,0,0
^BSESN,D,20030411,000000,3030.4600,3048.0700,2962.9700,2997.8700,0,0
^BSESN,D,20030415,000000,3010.9600,3018.6600,2948.6700,2997.3800,0,0
^BSESN,D,20030416,000000,3005.3500,3037.1200,3000.7200,3032.3200,0,0
^BSESN,D,20030417,000000,3002.6800,3011.9200,2971.9400,2984.5000,0,0
^BSESN,D,20030421,000000,2992.9000,3002.1100,2985.6000,2996.9700,0,0
^BSESN,D,20030422,000000,2994.5000,2998.1300,2971.6900,2985.5400,0,0
^BSESN,D,20030423,000000,2997.3400,3009.0100,2943.4500,2947.3300,0,0
^BSESN,D,20030424,000000,2960.5600,2973.0300,2932.3400,2937.2300,0,0
^BSESN,D,20030425,000000,2935.0800,2937.5900,2908.2900,2924.0300,0,0
^BSESN,D,20030428,000000,2904.4400,2942.4500,2904.4400,2936.7100,0,0
^BSESN,D,20030429,000000,2949.0400,2961.4700,2944.1300,2950.1400,0,0
^BSESN,D,20030430,000000,2942.4200,2962.4000,2942.4200,2959.7900,0,0
^BSESN,D,20030502,000000,2949.0400,2968.9600,2939.1600,2966.6300,0,0
^BSESN,D,20030505,000000,2977.4700,2988.6900,2967.8800,2975.4700,0,0
^BSESN,D,20030506,000000,2981.8700,3001.2100,2972.3300,2993.0000,0,0
^BSESN,D,20030507,000000,2988.1800,3003.0000,2978.5400,2980.7400,0,0
^BSESN,D,20030508,000000,2980.2500,2989.2300,2953.4200,2961.6000,0,0
^BSESN,D,20030509,000000,2953.1200,2960.9200,2945.6500,2950.0000,0,0
^BSESN,D,20030512,000000,2955.1900,2965.3700,2934.7800,2942.7800,0,0
^BSESN,D,20030513,000000,2947.0300,2964.9600,2947.0300,2960.6200,0,0
^BSESN,D,20030514,000000,2959.5100,2997.6400,2959.5100,2993.9400,0,0
^BSESN,D,20030515,000000,2996.6700,3016.9400,2993.3900,3012.9700,0,0
^BSESN,D,20030516,000000,3019.4800,3059.4200,3019.4800,3056.5800,0,0
^BSESN,D,20030519,000000,3063.1400,3082.2100,3039.9300,3043.8900,0,0
^BSESN,D,20030520,000000,3032.8500,3066.2900,3025.2000,3062.9200,0,0
^BSESN,D,20030521,000000,3068.1200,3092.3800,3054.4700,3057.0900,0,0
^BSESN,D,20030522,000000,3055.2000,3067.1200,3032.9100,3040.7900,0,0
^BSESN,D,20030523,000000,3041.6300,3060.4800,3036.4200,3049.8400,0,0
^BSESN,D,20030526,000000,3051.3000,3101.7500,3050.1600,3096.6900,0,0
^BSESN,D,20030527,000000,3103.5600,3118.5800,3076.9900,3081.9400,0,0
^BSESN,D,20030528,000000,3093.7200,3133.1700,3086.1500,3130.4600,0,0
^BSESN,D,20030529,000000,3116.8500,3171.8000,3116.8500,3164.2500,0,0
^BSESN,D,20030530,000000,3172.0500,3200.4800,3158.7400,3180.7500,0,0
^BSESN,D,20030602,000000,3176.5600,3220.1400,3170.3800,3206.3800,0,0
^BSESN,D,20030603,000000,3212.9900,3214.3300,3176.7700,3181.9700,0,0
^BSESN,D,20030604,000000,3187.4100,3220.1900,3187.4100,3216.4900,0,0
^BSESN,D,20030605,000000,3233.0500,3274.4500,3233.0500,3262.2000,0,0
^BSESN,D,20030606,000000,3270.0600,3313.5400,3270.0600,3303.2400,0,0
^BSESN,D,20030609,000000,3304.6500,3351.3600,3295.1400,3337.3100,0,0
^BSESN,D,20030610,000000,3332.6600,3350.0200,3281.2100,3289.5500,0,0
^BSESN,D,20030611,000000,3289.3600,3327.6100,3287.7200,3314.6000,0,0
^BSESN,D,20030612,000000,3318.9000,3340.9800,3318.9000,3337.3000,0,0
^BSESN,D,20030613,000000,3342.6500,3364.0200,3338.9000,3354.1400,0,0
^BSESN,D,20030616,000000,3358.3800,3361.9800,3325.4400,3336.6400,0,0
^BSESN,D,20030617,000000,3362.3400,3435.6800,3362.3400,3431.0300,0,0
^BSESN,D,20030618,000000,3440.6900,3452.7300,3417.7400,3430.9600,0,0
^BSESN,D,20030619,000000,3429.0000,3467.2600,3429.0000,3454.6000,0,0
^BSESN,D,20030620,000000,3450.5700,3503.0100,3427.3600,3499.5000,0,0
^BSESN,D,20030623,000000,3500.1900,3510.1100,3457.4400,3461.3800,0,0
^BSESN,D,20030624,000000,3441.0700,3473.2300,3438.2700,3447.4500,0,0
^BSESN,D,20030625,000000,3456.8500,3526.8600,3456.8500,3517.2700,0,0
^BSESN,D,20030626,000000,3528.2800,3564.6800,3522.0500,3552.4000,0,0
^BSESN,D,20030627,000000,3577.9600,3589.5400,3532.5200,3583.0600,0,0
^BSESN,D,20030630,000000,3585.5700,3632.8400,3585.5700,3607.1300,0,0
^BSESN,D,20030701,000000,3617.7400,3622.8900,3584.7300,3604.4300,0,0
^BSESN,D,20030702,000000,3613.4200,3640.9700,3596.4700,3601.3900,0,0
^BSESN,D,20030703,000000,3616.9800,3661.9900,3592.1800,3639.8900,0,0
^BSESN,D,20030704,000000,3642.3000,3661.8700,3610.1100,3622.3400,0,0
^BSESN,D,20030707,000000,3631.4600,3645.4200,3607.1000,3612.5300,0,0
^BSESN,D,20030708,000000,3628.0200,3645.6400,3623.0200,3629.6800,0,0
^BSESN,D,20030709,000000,3635.8600,3644.8800,3604.9600,3620.7900,0,0
^BSESN,D,20030710,000000,3639.4200,3684.1800,3639.4200,3679.6300,0,0
^BSESN,D,20030711,000000,3682.0900,3714.8400,3659.2100,3676.2600,0,0
^BSESN,D,20030714,000000,3704.6300,3726.5600,3704.6300,3720.7500,21200,0
^BSESN,D,20030715,000000,3719.1700,3733.8800,3657.1800,3686.3400,22800,0
^BSESN,D,20030716,000000,3702.1400,3729.0200,3662.7000,3721.6500,18400,0
^BSESN,D,20030717,000000,3728.8400,3750.0000,3660.3400,3668.9100,22000,0
^BSESN,D,20030718,000000,3651.3900,3684.2300,3625.7300,3647.5800,22000,0
^BSESN,D,20030721,000000,3655.2600,3664.6400,3564.4100,3569.5800,19400,0
^BSESN,D,20030722,000000,3557.1300,3582.0800,3534.0600,3554.1300,22400,0
^BSESN,D,20030723,000000,3571.7500,3596.5900,3551.9800,3577.8900,31800,0
^BSESN,D,20030724,000000,3595.6000,3677.2400,3572.6400,3668.0700,44400,0
^BSESN,D,20030725,000000,3685.3100,3737.7600,3661.6900,3726.4600,25800,0
^BSESN,D,20030728,000000,3745.9900,3775.6500,3730.0700,3739.7600,24600,0
^BSESN,D,20030729,000000,3731.8500,3771.3500,3694.9400,3764.4400,21800,0
^BSESN,D,20030730,000000,3761.7600,3799.8900,3759.9800,3780.4200,22600,0
^BSESN,D,20030731,000000,3796.5300,3835.7500,3785.1200,3792.6100,37000,0
^BSESN,D,20030801,000000,3800.7300,3831.4600,3779.7300,3815.3100,26000,0
^BSESN,D,20030804,000000,3798.8100,3840.7200,3785.8500,3832.5000,19800,0
^BSESN,D,20030805,000000,3845.9300,3878.7200,3761.8400,3765.8200,26000,0
^BSESN,D,20030806,000000,3754.6500,3798.8700,3722.0800,3741.6600,29000,0
^BSESN,D,20030807,000000,3749.1800,3816.1600,3733.6300,3806.8300,24200,0
^BSESN,D,20030808,000000,3824.2600,3890.7800,3823.3900,3883.7600,29200,0
^BSESN,D,20030811,000000,3842.1400,3915.9000,3842.1400,3893.4100,21800,0
^BSESN,D,20030812,000000,3907.0300,3938.9100,3879.3500,3889.4100,27400,0
^BSESN,D,20030813,000000,3910.4600,3935.8000,3874.3400,3926.0700,25200,0
^BSESN,D,20030814,000000,3932.5900,3959.1000,3908.7000,3921.2000,22600,0
^BSESN,D,20030818,000000,3932.3700,3985.4600,3928.1700,3977.7300,19400,0
^BSESN,D,20030819,000000,3985.7700,4026.2700,3981.9200,4006.9100,24400,0
^BSESN,D,20030820,000000,4027.6000,4066.0300,4027.6000,4056.6000,21200,0
^BSESN,D,20030821,000000,4075.1700,4106.7100,4073.0600,4095.3900,27000,0
^BSESN,D,20030822,000000,4146.5600,4149.5400,4084.1900,4125.1200,28000,0
^BSESN,D,20030825,000000,4149.8200,4170.5800,3943.6600,4004.6300,34200,0
^BSESN,D,20030826,000000,4021.9100,4160.0200,4021.9100,4152.2900,28800,0
^BSESN,D,20030827,000000,4173.3600,4222.3900,4173.3600,4205.5600,25600,0
^BSESN,D,20030828,000000,4256.0700,4256.0700,4179.3300,4212.2900,28600,0
^BSESN,D,20030829,000000,4235.2600,4277.6400,4228.8500,4244.7300,35200,0
^BSESN,D,20030901,000000,4248.0700,4329.5700,4248.0700,4324.7600,24800,0
^BSESN,D,20030902,000000,4341.7300,4358.3000,4291.9600,4339.2000,31200,0
^BSESN,D,20030903,000000,4361.8700,4367.8700,4248.8600,4257.9400,28800,0
^BSESN,D,20030904,000000,4276.4000,4328.3700,4257.4100,4310.5100,33000,0
^BSESN,D,20030905,000000,4314.6800,4371.9800,4314.6800,4369.1700,30800,0
^BSESN,D,20030908,000000,4399.6100,4444.6200,4399.6100,4434.2500,25200,0
^BSESN,D,20030909,000000,4458.6400,4473.5700,4398.0900,4425.2000,30400,0
^BSESN,D,20030910,000000,4410.1200,4438.2300,4378.6500,4434.2600,26600,0
^BSESN,D,20030911,000000,4423.7100,4463.3800,4381.0900,4393.1300,25800,0
^BSESN,D,20030912,000000,4407.7200,4437.0000,4297.7100,4305.9100,26600,0
^BSESN,D,20030915,000000,4310.1700,4310.1700,4184.1100,4193.8300,33800,0
^BSESN,D,20030916,000000,4195.1000,4290.0700,4134.6900,4274.7500,40400,0
^BSESN,D,20030917,000000,4299.3700,4330.8500,4222.6000,4235.3500,32200,0
^BSESN,D,20030918,000000,4243.0100,4251.5400,4126.2200,4134.1500,33600,0
^BSESN,D,20030919,000000,4159.7200,4224.7300,4097.5500,4217.1200,35400,0
^BSESN,D,20030922,000000,4230.9100,4237.4200,4141.8000,4151.7200,24600,0
^BSESN,D,20030923,000000,4138.0100,4240.0200,4111.5400,4231.6900,25200,0
^BSESN,D,20030924,000000,4249.9300,4366.8300,4229.8700,4356.3900,30400,0
^BSESN,D,20030925,000000,4347.2300,4360.7200,4285.0100,4297.1500,31000,0
^BSESN,D,20030926,000000,4299.6600,4388.8300,4299.6600,4382.5700,24800,0
^BSESN,D,20030929,000000,4392.8700,4426.3000,4385.5400,4402.0500,31600,0
^BSESN,D,20030930,000000,4428.1600,4456.4100,4413.7200,4453.2400,30400,0
^BSESN,D,20031001,000000,4452.0700,4487.0500,4432.9300,4455.0800,26400,0
^BSESN,D,20031003,000000,4465.4400,4556.8900,4465.4400,4552.9200,33000,0
^BSESN,D,20031006,000000,4567.6800,4637.2700,4552.3900,4631.3900,26400,0
^BSESN,D,20031007,000000,4644.8600,4688.3300,4601.1600,4632.9400,33400,0
^BSESN,D,20031008,000000,4646.6300,4667.4900,4586.9600,4634.8600,28800,0
^BSESN,D,20031009,000000,4643.3200,4710.2800,4643.3200,4698.6800,25400,0
^BSESN,D,20031010,000000,4735.0900,4780.7700,4730.3100,4768.9000,33200,0
^BSESN,D,20031013,000000,4787.7500,4859.9300,4786.6900,4849.2700,29600,0
^BSESN,D,20031014,000000,4866.1200,4900.9200,4765.3500,4782.0300,37600,0
^BSESN,D,20031015,000000,4790.5400,4867.9100,4738.7200,4855.2600,31800,0
^BSESN,D,20031016,000000,4887.0400,4921.6500,4865.2600,4887.3200,39200,0
^BSESN,D,20031017,000000,4912.2700,4949.2300,4901.5900,4930.5300,35400,0
^BSESN,D,20031020,000000,4951.1100,4951.1100,4838.7000,4851.6700,31000,0
^BSESN,D,20031021,000000,4868.0000,4880.6600,4727.4300,4755.7200,39400,0
^BSESN,D,20031022,000000,4772.8400,4801.7000,4705.4100,4741.2000,34000,0
^BSESN,D,20031023,000000,4744.4800,4755.9400,4634.9000,4648.4100,31000,0
^BSESN,D,20031024,000000,4654.2700,4772.0700,4599.6100,4757.3700,38400,0
^BSESN,D,20031027,000000,4802.0700,4814.3200,4689.0900,4698.2800,31400,0
^BSESN,D,20031028,000000,4710.2200,4748.1900,4666.1900,4707.8000,34600,0
^BSESN,D,20031029,000000,4732.7900,4747.5900,4684.4200,4744.1000,34200,0
^BSESN,D,20031030,000000,4751.8300,4805.7200,4735.7700,4780.5200,42200,0
^BSESN,D,20031031,000000,4787.0500,4913.1800,4779.0900,4906.8700,32200,0
^BSESN,D,20031103,000000,4946.9300,5068.6600,4946.9300,5063.0300,40800,0
^BSESN,D,20031104,000000,5096.1600,5135.0000,5055.5700,5097.8400,44200,0
^BSESN,D,20031105,000000,5116.8600,5127.7900,5021.9700,5064.9100,36400,0
^BSESN,D,20031106,000000,5080.0500,5118.0800,5030.0400,5047.5400,34000,0
^BSESN,D,20031107,000000,5071.2000,5092.7000,4965.5000,4971.5700,25200,0
^BSESN,D,20031110,000000,4962.2200,5017.9000,4909.6600,4998.5700,34200,0
^BSESN,D,20031111,000000,4998.7900,5039.2000,4988.8800,5030.6400,29000,0
^BSESN,D,20031112,000000,5040.5500,5059.9800,4998.2600,5005.7700,27200,0
^BSESN,D,20031113,000000,5051.7100,5053.0600,4941.4900,4949.1600,33400,0
^BSESN,D,20031114,000000,4948.7700,4961.3700,4854.1600,4865.8300,32600,0
^BSESN,D,20031117,000000,4907.0200,4959.9600,4882.9700,4940.2300,23400,0
^BSESN,D,20031118,000000,4956.4200,4981.4800,4875.4600,4891.1300,26800,0
^BSESN,D,20031119,000000,4868.4300,4868.4300,4800.6700,4823.7300,31400,0
^BSESN,D,20031120,000000,4840.8000,4878.8100,4763.5300,4771.2300,28800,0
^BSESN,D,20031121,000000,4770.7500,4851.6700,4736.7000,4838.5400,29600,0
^BSESN,D,20031124,000000,4852.1200,4858.4300,4803.8000,4822.1500,20600,0
^BSESN,D,20031125,000000,4845.1000,4900.2100,4843.4600,4894.5900,22200,0
^BSESN,D,20031127,000000,4907.3800,5000.4100,4907.3800,4989.0400,38800,0
^BSESN,D,20031128,000000,4995.1500,5050.5600,4991.2400,5044.8200,30800,0
^BSESN,D,20031201,000000,5086.8600,5166.5600,5082.8200,5160.8500,51200,0
^BSESN,D,20031202,000000,5187.7300,5204.5700,5123.8000,5186.0800,33400,0
^BSESN,D,20031203,000000,5194.1600,5246.7400,5178.2200,5221.9000,25400,0
^BSESN,D,20031204,000000,5229.1800,5252.2100,5174.8600,5225.9000,32200,0
^BSESN,D,20031205,000000,5245.7500,5263.1100,5125.0700,5131.7200,31400,0
^BSESN,D,20031208,000000,5144.9500,5163.0100,5089.5700,5131.5400,29400,0
^BSESN,D,20031209,000000,5143.1900,5232.4900,5143.1900,5229.3400,21600,0
^BSESN,D,20031210,000000,5234.7200,5300.7900,5220.6000,5285.5400,29000,0
^BSESN,D,20031211,000000,5306.6200,5317.4100,5253.8100,5299.9600,25600,0
^BSESN,D,20031212,000000,5321.4900,5343.9100,5283.7500,5315.8100,26400,0
^BSESN,D,20031215,000000,5366.9300,5399.0800,5351.0300,5390.8800,24400,0
^BSESN,D,20031216,000000,5374.1500,5445.0000,5351.2100,5437.0500,30800,0
^BSESN,D,20031217,000000,5437.2600,5457.8800,5401.0900,5418.2300,23600,0
^BSESN,D,20031218,000000,5432.4600,5466.3000,5407.4600,5455.0000,30800,0
^BSESN,D,20031219,000000,5486.6300,5555.6800,5486.6300,5541.3500,33000,0
^BSESN,D,20031222,000000,5547.6800,5590.4500,5543.9800,5577.9600,29200,0
^BSESN,D,20031223,000000,5590.0100,5616.2500,5550.5200,5564.3300,29000,0
^BSESN,D,20031224,000000,5566.0500,5648.2400,5560.2300,5641.9200,30800,0
^BSESN,D,20031226,000000,5650.7400,5705.3000,5650.7400,5699.2400,24400,0
^BSESN,D,20031229,000000,5725.4400,5814.2600,5725.4400,5797.3300,18800,0
^BSESN,D,20031230,000000,5852.7000,5920.7600,5762.6000,5791.8500,34200,0
^BSESN,D,20031231,000000,5812.3800,5876.5500,5801.5200,5838.9600,28200,0
^BSESN,D,20040102,000000,5944.2300,6034.3800,5944.2300,6026.5900,31400,0
^BSESN,D,20040105,000000,6050.4800,6078.1100,5964.6500,6039.0000,33600,0
^BSESN,D,20040106,000000,6068.6800,6121.2000,5916.3300,5943.6400,37600,0
^BSESN,D,20040107,000000,5970.3500,5985.3000,5870.5500,5957.0200,36200,0
^BSESN,D,20040108,000000,5992.1000,6118.6200,5992.1000,6108.5400,31600,0
^BSESN,D,20040109,000000,6241.5900,6249.6000,6096.6800,6119.5900,45200,0
^BSESN,D,20040112,000000,6152.2200,6152.2200,6037.3000,6067.7600,31600,0
^BSESN,D,20040113,000000,6084.6500,6147.7400,6011.5700,6132.9700,33200,0
^BSESN,D,20040114,000000,6162.1800,6215.0200,6162.1800,6194.1100,35600,0
^BSESN,D,20040115,000000,6219.8100,6248.8100,6045.3000,6063.9100,38000,0
^BSESN,D,20040116,000000,6068.6600,6072.0300,5914.0200,5946.1900,47800,0
^BSESN,D,20040119,000000,5967.3900,6076.9700,5870.9900,6064.1000,36200,0
^BSESN,D,20040120,000000,6099.9400,6130.0900,5899.7100,5922.1100,41000,0
^BSESN,D,20040121,000000,5927.4200,5962.3600,5728.3200,5758.1900,43200,0
^BSESN,D,20040122,000000,5793.8300,5852.9600,5567.6800,5593.7400,51000,0
^BSESN,D,20040123,000000,5646.3300,5832.7400,5596.5700,5816.6400,37600,0
^BSESN,D,20040127,000000,5854.3500,6005.5400,5791.7400,5993.0600,45200,0
^BSESN,D,20040128,000000,5980.8800,6030.5500,5815.2000,5876.0500,47800,0
^BSESN,D,20040129,000000,5865.2100,5921.7200,5774.3100,5802.7500,45000,0
^BSESN,D,20040130,000000,5841.2100,5854.2900,5685.6400,5695.6700,38800,0
^BSESN,D,20040203,000000,5715.4600,5715.4600,5550.1700,5620.9800,39600,0
^BSESN,D,20040204,000000,5633.1500,5769.7900,5574.6800,5756.7600,41800,0
^BSESN,D,20040205,000000,5756.3000,5820.4500,5648.1400,5720.6300,44600,0
^BSESN,D,20040206,000000,5710.1300,5800.9400,5683.6100,5786.3500,37800,0
^BSESN,D,20040209,000000,5810.2100,5935.6800,5807.7300,5926.2200,30400,0
^BSESN,D,20040210,000000,5937.4600,5972.9400,5866.6200,5932.5200,44400,0
^BSESN,D,20040211,000000,5936.4100,5958.9100,5905.2300,5949.7800,37200,0
^BSESN,D,20040212,000000,5973.7100,5986.4100,5886.9800,5936.9600,37600,0
^BSESN,D,20040213,000000,5936.6500,6017.0100,5922.3800,6011.6600,32800,0
^BSESN,D,20040216,000000,6025.8500,6063.9100,6001.5700,6012.3500,30800,0
^BSESN,D,20040217,000000,6018.9500,6058.9900,5999.1300,6035.8000,30800,0
^BSESN,D,20040218,000000,6060.1400,6082.8000,6018.8100,6027.0200,31200,0
^BSESN,D,20040219,000000,6041.3600,6041.3600,5845.0700,5855.1000,40400,0
^BSESN,D,20040220,000000,5847.9700,5893.6200,5770.8700,5850.7200,41000,0
^BSESN,D,20040223,000000,5869.6100,5875.2300,5680.3600,5698.0400,28600,0
^BSESN,D,20040224,000000,5686.8100,5748.1500,5606.8400,5734.4400,42400,0
^BSESN,D,20040225,000000,5746.7900,5746.7900,5606.8600,5618.1500,33800,0
^BSESN,D,20040226,000000,5639.8300,5723.3100,5556.3100,5567.1200,34400,0
^BSESN,D,20040227,000000,5595.8300,5683.2900,5551.6400,5667.5100,41600,0
